,strike,bid,ask,volume,Spot,Moneyness,TTM,mid,vi_bs
0,3425.0,655.5,663.0,20.0,4072.429931640625,1.189030636975365,34,659.25,0.2791683478220995
1,3525.0,558.6,565.8,25.0,4072.429931640625,1.1552992713874113,34,562.2,0.2733861363363281
2,3640.0,448.4,455.9,24.0,4072.429931640625,1.1187994317694026,34,452.15,0.2572373287199683
3,3675.0,416.9,423.8,24.0,4072.429931640625,1.1081441990858845,34,420.35,0.2577210537266002
4,3745.0,352.7,360.3,26.0,4072.429931640625,1.0874312234020358,34,356.5,0.2483421423211148
5,3775.0,326.1,333.3,18.0,4072.429931640625,1.078789385865066,34,329.7000000000001,0.24374408041489096
6,3790.0,312.7,319.3,29.0,4072.429931640625,1.0745197708814314,34,316.0,0.23975765734002866
7,3825.0,282.8,288.9,20.0,4072.429931640625,1.0646875638276143,34,285.85,0.2351000551335977
8,3855.0,257.2,263.4,24.0,4072.429931640625,1.0564020574943256,34,260.29999999999995,0.2299420408154051
9,3885.0,232.6,238.7,12.0,4072.429931640625,1.0482445126488096,34,235.65,0.2254247681138344
10,3900.0,221.0,225.6,35.0,4072.429931640625,1.0442128029847757,34,223.3,0.22234984216653067
11,3910.0,212.5,217.8,11.0,4072.429931640625,1.041542182005275,34,215.15,0.22024995330711844
12,3965.0,172.8,173.6,12.0,4072.429931640625,1.027094560312894,34,173.2,0.2115013897618165
13,3995.0,151.5,152.7,48.0,4072.429931640625,1.0193817100477158,34,152.1,0.20746759474559387
14,4000.0,148.2,149.0,634.0,4072.429931640625,1.0181074829101562,34,148.6,0.20658944833775306
15,4005.0,144.3,145.2,13.0,4072.429931640625,1.016836437363452,34,144.75,0.20489423659440384
16,4010.0,141.3,142.2,27.0,4072.429931640625,1.0155685615063903,34,141.75,0.20494620652564804
17,4015.0,138.3,139.2,17.0,4072.429931640625,1.0143038434970424,34,138.75,0.20491658196099785
18,4020.0,134.1,135.3,23.0,4072.429931640625,1.0130422715523943,34,134.7,0.20260156476457072
19,4025.0,130.9,131.7,16.0,4072.429931640625,1.0117838339479814,34,131.3,0.20158829304698084
20,4030.0,127.8,128.7,31.0,4072.429931640625,1.0105285190175248,34,128.25,0.20123154967135093
21,4050.0,115.6,116.4,42.0,4072.429931640625,1.0055382547260805,34,116.0,0.198923541409243
22,4055.0,112.6,113.4,15.0,4072.429931640625,1.0042983801826448,34,113.0,0.19828061091000235
23,4060.0,109.3,110.2,13.0,4072.429931640625,1.0030615595173953,34,109.75,0.19705113630844207
24,4070.0,103.6,104.3,17.0,4072.429931640625,1.0005970348011364,34,103.95,0.19577989977442306
25,4075.0,99.9,100.8,194.0,4072.429931640625,0.9993693083780676,34,100.35,0.19360931409323706
26,4080.0,97.5,98.2,411.0,4072.429931640625,0.9981445910883884,34,97.85,0.1935819463108952
27,4085.0,95.1,95.7,11.0,4072.429931640625,0.9969228718826499,34,95.4,0.19357227426642587
28,4095.0,89.7,90.4,12.0,4072.429931640625,0.9944883837950244,34,90.05000000000003,0.19239626790807704
29,4100.0,86.9,87.6,2738.0,4072.429931640625,0.9932755930830792,34,87.25,0.1914307859406996
30,4105.0,83.3,84.2,14.0,4072.429931640625,0.9920657567943058,34,83.75,0.18896597391347136
31,4120.0,76.3,77.1,32.0,4072.429931640625,0.9884538669030644,34,76.69999999999997,0.1880241604124772
32,4130.0,71.6,72.5,13.0,4072.429931640625,0.9860605161357444,34,72.05,0.18706712933328526
33,4140.0,66.6,67.5,11.0,4072.429931640625,0.9836787274494264,34,67.05,0.1850348407351836
34,4145.0,64.7,65.3,22.0,4072.429931640625,0.9824921427359772,34,65.0,0.1848102493647977
35,4150.0,62.5,63.1,519.0,4072.429931640625,0.9813084172628012,34,62.8,0.18418568074617003
36,4155.0,60.7,61.4,19.0,4072.429931640625,0.9801275407077316,34,61.05,0.18441259602224944
37,4160.0,58.4,59.1,23.0,4072.429931640625,0.9789495027982272,34,58.75,0.1833967856793151
38,4165.0,56.5,57.2,38.0,4072.429931640625,0.9777742933110743,34,56.85,0.1831323436511015
39,4175.0,52.7,53.3,57.0,4072.429931640625,0.9754323189558384,34,53.0,0.18222727144311426
40,4180.0,50.7,51.4,23.0,4072.429931640625,0.974265533885317,34,51.05,0.1815811583563434
41,4200.0,43.3,43.9,630.0,4072.429931640625,0.9696261742001488,34,43.6,0.17879248526353625
42,4210.0,40.3,41.0,165.0,4072.429931640625,0.9673230241426662,34,40.65,0.17858103590137506
43,4215.0,38.7,39.4,121.0,4072.429931640625,0.9661755472456999,34,39.05,0.17804837598333526
44,4220.0,37.2,37.9,13.0,4072.429931640625,0.9650307894882998,34,37.55,0.17765447252509048
45,4225.0,35.6,36.2,17.0,4072.429931640625,0.963888741216716,34,35.90000000000001,0.1768015159755283
46,4240.0,31.3,31.9,86.0,4072.429931640625,0.9604787574624116,34,31.6,0.17520546443823276
47,4245.0,30.1,30.7,13.0,4072.429931640625,0.9593474515054476,34,30.4,0.17506582537896792
48,4250.0,28.9,29.6,236.0,4072.429931640625,0.958218807444853,34,29.25,0.17496601684889845
49,4260.0,26.7,27.3,45.0,4072.429931640625,0.9559694675212734,34,27.0,0.17462969849039933
50,4265.0,25.3,25.9,91.0,4072.429931640625,0.9548487530224208,34,25.6,0.1735642543572408
51,4275.0,23.2,23.7,14.0,4072.429931640625,0.9526151886878657,34,23.45,0.1729096760564875
52,4280.0,22.2,22.7,39.0,4072.429931640625,0.9515023204767816,34,22.45,0.17265193580190893
